,pulsetiming,x,y,z
635,53.25512,1.190031,4.131256,1.820794
636,53.3307,1.375802,4.164935,1.795377
637,53.38848,1.497805,4.174859,1.777087
638,53.44064,1.648653,4.177136,1.755257
639,53.4869,1.751578,4.173448,1.741708
640,53.53239,1.882803,4.163787,1.726692
641,53.58014,2.016939,4.149529,1.714348
642,53.6257,2.126397,4.135599,1.706519
643,53.6957,2.322492,4.107908,1.696697
644,53.7657,2.523327,4.077966,1.690316
645,53.8657,2.811974,4.028256,1.685266
646,53.96085,3.089745,3.956822,1.687894
647,54.05127,3.316424,3.859015,1.6977
648,54.1193,3.448937,3.77253,1.706361
649,54.20762,3.613517,3.611557,1.718172
650,54.4257,3.830741,3.095532,1.716213
651,54.47551,3.844791,2.96111,1.708386
652,54.5357,3.846049,2.79422,1.696903
653,54.6257,3.81912,2.536158,1.679634
654,54.78945,3.696856,2.07419,1.660789
655,54.85796,3.614195,1.879807,1.65898
656,54.99421,3.395656,1.524534,1.669169
657,55.05418,3.282198,1.390774,1.67884
658,55.11811,3.158868,1.270629,1.691146
659,55.21105,2.935849,1.105816,1.715961
660,55.2657,2.81802,1.042711,1.729051
661,55.35575,2.598774,0.967026,1.749844
662,55.43421,2.400218,0.944824,1.761565
663,55.52747,2.179632,0.97218,1.76476
664,55.59442,2.014991,1.029936,1.760349
665,55.6741,1.837866,1.130246,1.750154
666,55.75853,1.673159,1.260046,1.738401
667,55.81964,1.556716,1.37203,1.731099
668,55.87511,1.445247,1.493337,1.726151
669,55.93833,1.338292,1.621997,1.723204
670,56.0457,1.154551,1.873611,1.718246
671,56.1257,1.032999,2.067748,1.712031
672,56.1957,0.93808,2.24489,1.705776
673,56.6357,0.658608,3.450367,1.737519
674,56.73167,0.69888,3.699953,1.767873
675,56.85798,0.829461,3.942786,1.806336
676,56.94508,0.981188,4.07017,1.827465
677,57.02632,1.144643,4.145211,1.833998
678,57.08956,1.279492,4.181966,1.829409
679,57.13834,1.397545,4.202533,1.819481
680,57.18472,1.51965,4.216207,1.805
681,57.28543,1.775307,4.230179,1.767135
682,57.35116,1.964384,4.232018,1.735851
683,57.40803,2.104779,4.22962,1.711643
684,57.5307,2.487564,4.205775,1.647028
685,57.5957,2.669163,4.18143,1.620985
686,57.6757,2.908871,4.128735,1.595364
687,57.75837,3.136901,4.046749,1.582216
688,57.89341,3.479202,3.826209,1.582094
689,57.98929,3.64618,3.638484,1.588638
690,58.17035,3.8396,3.161112,1.598934
691,58.2657,3.857769,2.912991,1.599679
692,58.3457,3.838325,2.6888,1.600394
693,58.62376,3.545192,1.94572,1.626265
694,58.6925,3.43231,1.781031,1.64075
695,58.7654,3.310273,1.626793,1.65774
696,58.87769,3.104262,1.40652,1.685217
697,58.92488,3.005842,1.315893,1.696415
698,58.97281,2.904527,1.232219,1.706138
699,59.0657,2.714295,1.104158,1.71944
700,59.1257,2.58178,1.040095,1.725394
701,59.20325,2.399488,0.989196,1.729368
702,59.27744,2.237678,0.981608,1.728051
703,59.35781,2.05478,1.015667,1.719856
704,59.43284,1.878187,1.090326,1.704392
705,59.50577,1.730209,1.18223,1.686284
706,59.57699,1.587891,1.292905,1.666619
707,59.64945,1.450571,1.418329,1.64833
708,59.75952,1.246285,1.640983,1.625895
709,59.8357,1.111071,1.821218,1.614139
710,59.8857,1.034767,1.941038,1.608478
711,59.9657,0.928477,2.142857,1.602058
712,60.0357,0.851924,2.328212,1.598954
713,60.3457,0.645243,3.206265,1.628865
714,60.3957,0.627172,3.349483,1.645269
715,60.4757,0.611706,3.570593,1.680138
716,60.5457,0.617101,3.747555,1.720699
717,60.6757,0.688976,4.008101,1.810672
718,60.7057,0.717438,4.05335,1.829798
719,60.8257,0.870026,4.18053,1.877703
720,60.8657,0.932689,4.205981,1.880226
721,60.9457,1.073336,4.235506,1.863043
722,61.0257,1.233878,4.240788,1.817789
723,61.0957,1.39036,4.229984,1.758387
724,61.2357,1.748978,4.186119,1.61289
725,61.2857,1.892206,4.169799,1.563936
726,61.3257,2.012083,4.158372,1.529288
727,61.3857,2.19945,4.145296,1.486991
728,61.4457,2.393414,4.13703,1.45724
729,61.5357,2.688252,4.126769,1.435256
730,61.6057,2.911773,4.109576,1.435575
731,61.7057,3.205187,4.050827,1.457857
732,61.7857,3.40562,3.9662,1.485945
733,61.8557,3.549271,3.865323,1.510315
734,61.8957,3.616706,3.797819,1.521827
735,61.9457,3.685575,3.704549,1.532051
736,62.0357,3.768113,3.514743,1.535669
737,62.1057,3.799661,3.350796,1.52555
738,62.2557,3.790735,2.966109,1.483335
739,62.3457,3.743873,2.722289,1.457986
740,62.4157,3.688272,2.530372,1.442339
741,62.4757,3.628936,2.36617,1.432893
742,62.5557,3.535942,2.150218,1.426975
743,62.6257,3.444433,1.96654,1.428837
744,62.6857,3.360079,1.814727,1.435897
745,62.7657,3.240467,1.621978,1.452066
746,62.8357,3.12963,1.463929,1.470207
747,62.9157,2.994912,1.29996,1.491449
748,62.9757,2.887008,1.193144,1.504769
749,63.0257,2.791936,1.117895,1.512405
750,63.0857,2.671448,1.047643,1.515849
751,63.1657,2.501229,0.993445,1.509125
752,63.2457,2.323889,0.98798,1.489668
753,63.3357,2.121614,1.038168,1.455781
754,63.4057,1.964616,1.112264,1.42471
755,63.4757,1.807998,1.209316,1.393984
756,63.5857,1.561207,1.391391,1.356688
757,63.6657,1.38241,1.537446,1.344086
758,63.7457,1.210262,1.692762,1.344782
759,63.8257,1.053542,1.858388,1.356711
760,63.9157,0.906023,2.057653,1.379402
761,63.9657,0.840376,2.173865,1.394241
762,64.0157,0.787494,2.293335,1.409476
763,64.1157,0.719933,2.538983,1.438627
764,64.1657,0.703602,2.663695,1.452142
765,64.2357,0.696282,2.838714,1.470681
766,64.2857,0.699251,2.963084,1.484505
767,64.3957,0.721263,3.231155,1.518001
768,64.4657,0.74567,3.394645,1.539674
769,64.5157,0.770448,3.506026,1.553807
770,64.6057,0.839008,3.690197,1.573212
771,64.6857,0.933503,3.830467,1.580503
772,64.7857,1.098337,3.966912,1.574536
773,64.8757,1.285121,4.048711,1.557823
774,64.9457,1.450296,4.086292,1.541128
775,65.0257,1.655984,4.105905,1.521813
776,65.0757,1.792121,4.109043,1.511329
777,65.1557,2.019623,4.105605,1.498797
778,65.2057,2.166529,4.100075,1.493242
779,65.2457,2.285902,4.09405,1.489561
780,65.3757,2.677167,4.061158,1.481629
781,65.4457,2.882556,4.028865,1.483138
782,65.5857,3.254344,3.905966,1.50638
783,65.7257,3.540853,3.691994,1.54423
784,65.8457,3.704592,3.448551,1.568075
785,65.9857,3.803569,3.115464,1.568642
786,66.1357,3.81872,2.717098,1.540492
787,66.2257,3.789803,2.462343,1.51734
788,66.3857,3.67608,1.994445,1.483047
789,66.4457,3.614329,1.819991,1.478101
790,66.5157,3.529387,1.62272,1.480635
791,66.5857,3.42979,1.437527,1.492169
792,66.6457,3.332026,1.292921,1.507879
793,66.7157,3.203781,1.14532,1.530508
794,66.7857,3.061969,1.024029,1.554838
795,66.8557,2.908986,0.931274,1.577907
796,66.9257,2.747656,0.86796,1.59711
797,66.9857,2.605597,0.837161,1.609704
798,67.0457,2.463069,0.827784,1.619274
799,67.1057,2.322861,0.83931,1.62659
800,67.1757,2.165,0.878152,1.632076
801,67.2557,1.994073,0.953879,1.631702
802,67.3157,1.872548,1.029983,1.62513
803,67.3657,1.775155,1.103924,1.615502
804,67.4357,1.643695,1.220512,1.597026
805,67.5057,1.516967,1.34984,1.575265
806,67.6157,1.328035,1.576683,1.541638
807,67.6757,1.23238,1.712536,1.526473
808,67.7257,1.158414,1.832227,1.516168
809,67.7557,1.117053,1.906773,1.511016
810,67.8157,1.041823,2.061429,1.503227
811,67.8757,0.976887,2.222183,1.499585
812,67.9557,0.905136,2.442422,1.503924
