Format Version,1.23,Take Name,601_no1,Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2023-04-13 07.39.33.825 午征ECapture Start Frame,835242,Total Frames in Take,73413,Total Exported Frames,72923,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
, ,,,,,,,,,,,,,,,,,,,,,
,Type,Marker,Marker,Marker,,,,,,,,,,,,,,,,,,
,Name,Unlabeled 2255,Unlabeled 2255,Unlabeled 2255,,,,,,,,,,,,,,,,,,
,ID,1E2D05B9E45472311EE,1E2D05B9E45472311EE,1E2D05B9E45472311EE,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,,,,,,,,,,,,,,,,,,
799,7.99,3.212495,1.563449,1.195643,,,,,,,,,,,,,,,,,,
800,8,3.201819,1.570198,1.172099,,,,,,,,,,,,,,,,,,
801,8.01,3.190714,1.577059,1.149019,,,,,,,,,,,,,,,,,,
802,8.02,3.179185,1.584017,1.126413,,,,,,,,,,,,,,,,,,
803,8.03,3.167235,1.591058,1.104291,,,,,,,,,,,,,,,,,,
804,8.04,3.154867,1.598167,1.08266,,,,,,,,,,,,,,,,,,
805,8.05,3.142087,1.605327,1.06153,,,,,,,,,,,,,,,,,,
806,8.06,3.128901,1.612524,1.040905,,,,,,,,,,,,,,,,,,
807,8.07,3.115313,1.619742,1.020791,,,,,,,,,,,,,,,,,,
808,8.08,3.101332,1.626965,1.001194,,,,,,,,,,,,,,,,,,
809,8.09,3.086965,1.634176,0.982118,,,,,,,,,,,,,,,,,,
810,8.1,3.072218,1.641359,0.963565,,,,,,,,,,,,,,,,,,
811,8.11,3.0571,1.648497,0.945537,,,,,,,,,,,,,,,,,,
812,8.12,3.041619,1.655573,0.928037,,,,,,,,,,,,,,,,,,
813,8.13,3.025784,1.662571,0.911064,,,,,,,,,,,,,,,,,,
814,8.14,3.009602,1.669472,0.894619,,,,,,,,,,,,,,,,,,
815,8.15,2.993083,1.67626,0.878702,,,,,,,,,,,,,,,,,,
816,8.16,2.976235,1.682918,0.863311,,,,,,,,,,,,,,,,,,
817,8.17,2.959068,1.689428,0.848446,,,,,,,,,,,,,,,,,,
818,8.18,2.94159,1.695773,0.834104,,,,,,,,,,,,,,,,,,
819,8.19,2.92381,1.701936,0.820284,,,,,,,,,,,,,,,,,,
820,8.2,2.905736,1.707901,0.806983,,,,,,,,,,,,,,,,,,
821,8.21,2.887379,1.713653,0.7942,,,,,,,,,,,,,,,,,,
822,8.22,2.868747,1.719176,0.781933,,,,,,,,,,,,,,,,,,
823,8.23,2.849848,1.724457,0.770181,,,,,,,,,,,,,,,,,,
824,8.24,2.830691,1.729482,0.758941,,,,,,,,,,,,,,,,,,
825,8.25,2.811286,1.73424,0.748215,,,,,,,,,,,,,,,,,,
826,8.26,2.79164,1.738721,0.738001,,,,,,,,,,,,,,,,,,
827,8.27,2.771763,1.742915,0.728301,,,,,,,,,,,,,,,,,,
828,8.28,2.751663,1.746817,0.719115,,,,,,,,,,,,,,,,,,
829,8.29,2.731348,1.750421,0.710446,,,,,,,,,,,,,,,,,,
830,8.3,2.710826,1.753723,0.702298,,,,,,,,,,,,,,,,,,
831,8.31,2.690105,1.756723,0.694672,,,,,,,,,,,,,,,,,,
832,8.32,2.669193,1.759421,0.687576,,,,,,,,,,,,,,,,,,
833,8.33,2.648097,1.761818,0.681013,,,,,,,,,,,,,,,,,,
834,8.34,2.626824,1.763921,0.674991,,,,,,,,,,,,,,,,,,
835,8.35,2.60538,1.765734,0.669517,,,,,,,,,,,,,,,,,,
836,8.36,2.583771,1.767265,0.664598,,,,,,,,,,,,,,,,,,
837,8.37,2.562004,1.768525,0.660243,,,,,,,,,,,,,,,,,,
838,8.38,2.540082,1.769524,0.656461,,,,,,,,,,,,,,,,,,
839,8.39,2.51801,1.770274,0.653259,,,,,,,,,,,,,,,,,,
840,8.4,2.495793,1.770789,0.650647,,,,,,,,,,,,,,,,,,
841,8.41,2.473435,1.771083,0.648633,,,,,,,,,,,,,,,,,,
842,8.42,2.450938,1.771171,0.647226,,,,,,,,,,,,,,,,,,
843,8.43,2.428305,1.771069,0.646432,,,,,,,,,,,,,,,,,,
844,8.44,2.40554,1.770793,0.646259,,,,,,,,,,,,,,,,,,
845,8.45,2.382646,1.770361,0.646712,,,,,,,,,,,,,,,,,,
846,8.46,2.359623,1.769787,0.647795,,,,,,,,,,,,,,,,,,
847,8.47,2.336476,1.76909,0.649513,,,,,,,,,,,,,,,,,,
848,8.48,2.313205,1.768284,0.651866,,,,,,,,,,,,,,,,,,
849,8.49,2.289814,1.767385,0.654855,,,,,,,,,,,,,,,,,,
850,8.5,2.266304,1.76641,0.658477,,,,,,,,,,,,,,,,,,
851,8.51,2.242679,1.765372,0.66273,,,,,,,,,,,,,,,,,,
852,8.52,2.218942,1.764285,0.667608,,,,,,,,,,,,,,,,,,
853,8.53,2.195097,1.763163,0.673103,,,,,,,,,,,,,,,,,,
854,8.54,2.171147,1.762018,0.679206,,,,,,,,,,,,,,,,,,
855,8.55,2.147097,1.760863,0.685905,,,,,,,,,,,,,,,,,,
856,8.56,2.122953,1.759709,0.693187,,,,,,,,,,,,,,,,,,
857,8.57,2.098721,1.758566,0.701037,,,,,,,,,,,,,,,,,,
858,8.58,2.074407,1.757446,0.709437,,,,,,,,,,,,,,,,,,
859,8.59,2.050017,1.756357,0.71837,,,,,,,,,,,,,,,,,,
860,8.6,2.025561,1.75531,0.727816,,,,,,,,,,,,,,,,,,
861,8.61,2.001045,1.754312,0.737754,,,,,,,,,,,,,,,,,,
862,8.62,1.976479,1.753371,0.748163,,,,,,,,,,,,,,,,,,
863,8.63,1.95187,1.752496,0.759022,,,,,,,,,,,,,,,,,,
864,8.64,1.927229,1.751693,0.770308,,,,,,,,,,,,,,,,,,
865,8.65,1.902564,1.750969,0.782003,,,,,,,,,,,,,,,,,,
866,8.66,1.877886,1.750328,0.794085,,,,,,,,,,,,,,,,,,
867,8.67,1.853204,1.749776,0.806536,,,,,,,,,,,,,,,,,,
868,8.68,1.828529,1.749316,0.819339,,,,,,,,,,,,,,,,,,
869,8.69,1.80387,1.748952,0.832478,,,,,,,,,,,,,,,,,,
870,8.7,1.77924,1.748685,0.84594,,,,,,,,,,,,,,,,,,
871,8.71,1.754647,1.748515,0.85971,,,,,,,,,,,,,,,,,,
872,8.72,1.730104,1.748444,0.873778,,,,,,,,,,,,,,,,,,
873,8.73,1.70562,1.74847,0.888134,,,,,,,,,,,,,,,,,,
874,8.74,1.681208,1.748591,0.902767,,,,,,,,,,,,,,,,,,
875,8.75,1.656876,1.748806,0.917671,,,,,,,,,,,,,,,,,,
876,8.76,1.632638,1.749113,0.932837,,,,,,,,,,,,,,,,,,
877,8.77,1.608502,1.749508,0.948258,,,,,,,,,,,,,,,,,,
878,8.78,1.584481,1.749988,0.963927,,,,,,,,,,,,,,,,,,
879,8.79,1.560585,1.750551,0.979838,,,,,,,,,,,,,,,,,,
880,8.8,1.536825,1.751195,0.995984,,,,,,,,,,,,,,,,,,
881,8.81,1.513211,1.751915,1.012361,,,,,,,,,,,,,,,,,,
882,8.82,1.489756,1.752712,1.028962,,,,,,,,,,,,,,,,,,
883,8.83,1.466471,1.753583,1.045783,,,,,,,,,,,,,,,,,,
884,8.84,1.443367,1.754527,1.062819,,,,,,,,,,,,,,,,,,
885,8.85,1.420457,1.755543,1.080068,,,,,,,,,,,,,,,,,,
886,8.86,1.397751,1.756631,1.097526,,,,,,,,,,,,,,,,,,
887,8.87,1.375263,1.757791,1.115192,,,,,,,,,,,,,,,,,,
888,8.88,1.353005,1.759024,1.133064,,,,,,,,,,,,,,,,,,
889,8.89,1.330988,1.760331,1.151141,,,,,,,,,,,,,,,,,,
890,8.9,1.309225,1.761712,1.169425,,,,,,,,,,,,,,,,,,
891,8.91,1.287727,1.763169,1.187915,,,,,,,,,,,,,,,,,,
892,8.92,1.266506,1.764703,1.206612,,,,,,,,,,,,,,,,,,
893,8.93,1.245573,1.766315,1.225518,,,,,,,,,,,,,,,,,,
894,8.94,1.224937,1.768007,1.244633,,,,,,,,,,,,,,,,,,
895,8.95,1.204608,1.769779,1.263959,,,,,,,,,,,,,,,,,,
896,8.96,1.184594,1.771631,1.283497,,,,,,,,,,,,,,,,,,
897,8.97,1.164904,1.773564,1.303248,,,,,,,,,,,,,,,,,,
898,8.98,1.145544,1.775574,1.323213,,,,,,,,,,,,,,,,,,
899,8.99,1.12652,1.777662,1.343392,,,,,,,,,,,,,,,,,,
900,9,1.107838,1.779822,1.363785,,,,,,,,,,,,,,,,,,
901,9.01,1.0895,1.782052,1.384392,,,,,,,,,,,,,,,,,,
902,9.02,1.071511,1.784346,1.405211,,,,,,,,,,,,,,,,,,
903,9.03,1.053872,1.786697,1.426241,,,,,,,,,,,,,,,,,,
904,9.04,1.036584,1.789098,1.447481,,,,,,,,,,,,,,,,,,
905,9.05,1.019648,1.791541,1.468929,,,,,,,,,,,,,,,,,,
906,9.06,1.003063,1.794016,1.490582,,,,,,,,,,,,,,,,,,
907,9.07,0.986829,1.796512,1.512437,,,,,,,,,,,,,,,,,,
908,9.08,0.970943,1.799018,1.534493,,,,,,,,,,,,,,,,,,
909,9.09,0.955404,1.801523,1.556745,,,,,,,,,,,,,,,,,,
910,9.1,0.940209,1.804013,1.579192,,,,,,,,,,,,,,,,,,
911,9.11,0.925356,1.806477,1.601829,,,,,,,,,,,,,,,,,,
912,9.12,0.910843,1.808901,1.624655,,,,,,,,,,,,,,,,,,
913,9.13,0.896666,1.811274,1.647665,,,,,,,,,,,,,,,,,,
914,9.14,0.882823,1.813582,1.670857,,,,,,,,,,,,,,,,,,
915,9.15,0.869313,1.815815,1.694227,,,,,,,,,,,,,,,,,,
916,9.16,0.856133,1.817962,1.717772,,,,,,,,,,,,,,,,,,
917,9.17,0.843282,1.820013,1.741488,,,,,,,,,,,,,,,,,,
918,9.18,0.830757,1.821962,1.765373,,,,,,,,,,,,,,,,,,
919,9.19,0.818559,1.823799,1.789421,,,,,,,,,,,,,,,,,,
920,9.2,0.806686,1.825521,1.81363,,,,,,,,,,,,,,,,,,
921,9.21,0.795136,1.827123,1.837994,,,,,,,,,,,,,,,,,,
922,9.22,0.78391,1.828603,1.862509,,,,,,,,,,,,,,,,,,
923,9.23,0.773006,1.829959,1.887171,,,,,,,,,,,,,,,,,,
924,9.24,0.762424,1.831193,1.911974,,,,,,,,,,,,,,,,,,
925,9.25,0.752163,1.832307,1.936915,,,,,,,,,,,,,,,,,,
926,9.26,0.742222,1.833304,1.961987,,,,,,,,,,,,,,,,,,
927,9.27,0.7326,1.834189,1.987186,,,,,,,,,,,,,,,,,,
928,9.28,0.723296,1.834968,2.012507,,,,,,,,,,,,,,,,,,
929,9.29,0.714309,1.83565,2.037943,,,,,,,,,,,,,,,,,,
930,9.3,0.705635,1.836242,2.063489,,,,,,,,,,,,,,,,,,
931,9.31,0.697272,1.836755,2.08914,,,,,,,,,,,,,,,,,,
932,9.32,0.689217,1.837196,2.114891,,,,,,,,,,,,,,,,,,
933,9.33,0.681467,1.837579,2.140734,,,,,,,,,,,,,,,,,,
934,9.34,0.674015,1.837911,2.166665,,,,,,,,,,,,,,,,,,
935,9.35,0.666859,1.838205,2.192678,,,,,,,,,,,,,,,,,,
936,9.36,0.659991,1.838471,2.218768,,,,,,,,,,,,,,,,,,
937,9.37,0.653407,1.838718,2.244929,,,,,,,,,,,,,,,,,,
938,9.38,0.647099,1.838955,2.271155,,,,,,,,,,,,,,,,,,
939,9.39,0.641061,1.839191,2.297443,,,,,,,,,,,,,,,,,,
940,9.4,0.635285,1.839432,2.323788,,,,,,,,,,,,,,,,,,
941,9.41,0.629764,1.839684,2.350187,,,,,,,,,,,,,,,,,,
942,9.42,0.624489,1.83995,2.376634,,,,,,,,,,,,,,,,,,
943,9.43,0.61945,1.840235,2.403128,,,,,,,,,,,,,,,,,,
944,9.44,0.614639,1.840538,2.429664,,,,,,,,,,,,,,,,,,
945,9.45,0.610045,1.840859,2.45624,,,,,,,,,,,,,,,,,,
946,9.46,0.605658,1.841195,2.482853,,,,,,,,,,,,,,,,,,
947,9.47,0.601468,1.841545,2.5095,,,,,,,,,,,,,,,,,,
948,9.48,0.597462,1.841901,2.536176,,,,,,,,,,,,,,,,,,
949,9.49,0.593632,1.842259,2.562878,,,,,,,,,,,,,,,,,,
950,9.5,0.589966,1.84261,2.589603,,,,,,,,,,,,,,,,,,
951,9.51,0.586456,1.842946,2.616345,,,,,,,,,,,,,,,,,,
952,9.52,0.583093,1.843257,2.643098,,,,,,,,,,,,,,,,,,
953,9.53,0.579871,1.843535,2.669856,,,,,,,,,,,,,,,,,,
954,9.54,0.576785,1.843768,2.696613,,,,,,,,,,,,,,,,,,
955,9.55,0.573832,1.843947,2.72336,,,,,,,,,,,,,,,,,,
956,9.56,0.571012,1.844061,2.75009,,,,,,,,,,,,,,,,,,
957,9.57,0.568326,1.844101,2.776794,,,,,,,,,,,,,,,,,,
958,9.58,0.565778,1.844059,2.803462,,,,,,,,,,,,,,,,,,
959,9.59,0.563376,1.843926,2.830085,,,,,,,,,,,,,,,,,,
960,9.6,0.561128,1.843697,2.856654,,,,,,,,,,,,,,,,,,
961,9.61,0.559046,1.843367,2.88316,,,,,,,,,,,,,,,,,,
962,9.62,0.557145,1.842933,2.909593,,,,,,,,,,,,,,,,,,
963,9.63,0.55544,1.842392,2.935945,,,,,,,,,,,,,,,,,,
964,9.64,0.553951,1.841745,2.962208,,,,,,,,,,,,,,,,,,
965,9.65,0.552697,1.840994,2.988373,,,,,,,,,,,,,,,,,,
966,9.66,0.551701,1.840142,3.014433,,,,,,,,,,,,,,,,,,
967,9.67,0.550985,1.839193,3.04038,,,,,,,,,,,,,,,,,,
968,9.68,0.550573,1.838153,3.066206,,,,,,,,,,,,,,,,,,
969,9.69,0.550492,1.837028,3.091904,,,,,,,,,,,,,,,,,,
970,9.7,0.550765,1.835826,3.117465,,,,,,,,,,,,,,,,,,
971,9.71,0.551419,1.834555,3.142882,,,,,,,,,,,,,,,,,,
972,9.72,0.55248,1.833224,3.168143,,,,,,,,,,,,,,,,,,
973,9.73,0.553972,1.831841,3.193239,,,,,,,,,,,,,,,,,,
974,9.74,0.555921,1.830416,3.21816,,,,,,,,,,,,,,,,,,
975,9.75,0.55835,1.828958,3.242893,,,,,,,,,,,,,,,,,,
976,9.76,0.561281,1.827477,3.267425,,,,,,,,,,,,,,,,,,
977,9.77,0.564736,1.825981,3.291742,,,,,,,,,,,,,,,,,,
978,9.78,0.568735,1.824481,3.31583,,,,,,,,,,,,,,,,,,
979,9.79,0.573296,1.822985,3.339671,,,,,,,,,,,,,,,,,,
980,9.8,0.578434,1.821503,3.36325,,,,,,,,,,,,,,,,,,
981,9.81,0.584163,1.820043,3.386547,,,,,,,,,,,,,,,,,,
982,9.82,0.590495,1.818613,3.409544,,,,,,,,,,,,,,,,,,
983,9.83,0.597441,1.817222,3.432221,,,,,,,,,,,,,,,,,,
984,9.84,0.605007,1.815878,3.454558,,,,,,,,,,,,,,,,,,
985,9.85,0.613199,1.814588,3.476533,,,,,,,,,,,,,,,,,,
986,9.86,0.622022,1.813357,3.498125,,,,,,,,,,,,,,,,,,
987,9.87,0.631475,1.812192,3.519314,,,,,,,,,,,,,,,,,,
988,9.88,0.64156,1.811097,3.540076,,,,,,,,,,,,,,,,,,
989,9.89,0.652273,1.810074,3.560392,,,,,,,,,,,,,,,,,,
990,9.9,0.663611,1.809126,3.58024,,,,,,,,,,,,,,,,,,
991,9.91,0.675568,1.808252,3.599599,,,,,,,,,,,,,,,,,,
992,9.92,0.688135,1.807452,3.618451,,,,,,,,,,,,,,,,,,
993,9.93,0.701303,1.806722,3.636776,,,,,,,,,,,,,,,,,,
994,9.94,0.715061,1.806058,3.654557,,,,,,,,,,,,,,,,,,
995,9.95,0.729395,1.805453,3.671776,,,,,,,,,,,,,,,,,,
996,9.96,0.744291,1.804899,3.688417,,,,,,,,,,,,,,,,,,
997,9.97,0.759732,1.804387,3.704465,,,,,,,,,,,,,,,,,,
998,9.98,0.775701,1.803908,3.719906,,,,,,,,,,,,,,,,,,
999,9.99,0.792177,1.80345,3.734729,,,,,,,,,,,,,,,,,,
1000,10,0.809142,1.803001,3.74892,,,,,,,,,,,,,,,,,,
1001,10.01,0.826574,1.80255,3.762471,,,,,,,,,,,,,,,,,,
1002,10.02,0.844451,1.802084,3.775372,,,,,,,,,,,,,,,,,,
1003,10.03,0.862752,1.801592,3.787616,,,,,,,,,,,,,,,,,,
1004,10.04,0.881455,1.801063,3.799197,,,,,,,,,,,,,,,,,,
1005,10.05,0.900537,1.800484,3.81011,,,,,,,,,,,,,,,,,,
1006,10.06,0.919978,1.799845,3.820351,,,,,,,,,,,,,,,,,,
1007,10.07,0.939756,1.799138,3.82992,,,,,,,,,,,,,,,,,,
1008,10.08,0.959851,1.798351,3.838814,,,,,,,,,,,,,,,,,,
1009,10.09,0.980245,1.797477,3.847035,,,,,,,,,,,,,,,,,,
1010,10.1,1.000919,1.796506,3.854586,,,,,,,,,,,,,,,,,,
1011,10.11,1.021857,1.795431,3.861469,,,,,,,,,,,,,,,,,,
1012,10.12,1.043042,1.794243,3.86769,,,,,,,,,,,,,,,,,,
1013,10.13,1.064459,1.792937,3.873255,,,,,,,,,,,,,,,,,,
1014,10.14,1.086095,1.791504,3.878174,,,,,,,,,,,,,,,,,,
1015,10.15,1.107938,1.78994,3.882454,,,,,,,,,,,,,,,,,,
1016,10.16,1.129975,1.788238,3.886109,,,,,,,,,,,,,,,,,,
1017,10.17,1.152197,1.786396,3.889151,,,,,,,,,,,,,,,,,,
1018,10.18,1.174593,1.784409,3.891594,,,,,,,,,,,,,,,,,,
1019,10.19,1.197155,1.782276,3.893455,,,,,,,,,,,,,,,,,,
1020,10.2,1.219875,1.779997,3.89475,,,,,,,,,,,,,,,,,,
1021,10.21,1.242746,1.777573,3.895498,,,,,,,,,,,,,,,,,,
1022,10.22,1.265761,1.775007,3.895719,,,,,,,,,,,,,,,,,,
1023,10.23,1.288915,1.772304,3.895432,,,,,,,,,,,,,,,,,,
1024,10.24,1.312203,1.769471,3.89466,,,,,,,,,,,,,,,,,,
1025,10.25,1.335619,1.766518,3.893423,,,,,,,,,,,,,,,,,,
1026,10.26,1.35916,1.763455,3.891743,,,,,,,,,,,,,,,,,,
1027,10.27,1.382822,1.760297,3.889644,,,,,,,,,,,,,,,,,,
1028,10.28,1.406601,1.757058,3.887149,,,,,,,,,,,,,,,,,,
1029,10.29,1.430493,1.753757,3.884281,,,,,,,,,,,,,,,,,,
1030,10.3,1.454495,1.750413,3.881065,,,,,,,,,,,,,,,,,,
1031,10.31,1.478604,1.747048,3.877526,,,,,,,,,,,,,,,,,,
1032,10.32,1.502817,1.743687,3.873688,,,,,,,,,,,,,,,,,,
1033,10.33,1.527129,1.740353,3.869579,,,,,,,,,,,,,,,,,,
1034,10.34,1.551538,1.737073,3.865225,,,,,,,,,,,,,,,,,,
1035,10.35,1.57604,1.733874,3.860654,,,,,,,,,,,,,,,,,,
1036,10.36,1.600632,1.730784,3.855896,,,,,,,,,,,,,,,,,,
1037,10.37,1.62531,1.727829,3.850982,,,,,,,,,,,,,,,,,,
1038,10.38,1.65007,1.725038,3.845941,,,,,,,,,,,,,,,,,,
1039,10.39,1.674908,1.722435,3.840806,,,,,,,,,,,,,,,,,,
1040,10.4,1.699822,1.720045,3.83561,,,,,,,,,,,,,,,,,,
1041,10.41,1.724805,1.717891,3.830385,,,,,,,,,,,,,,,,,,
1042,10.42,1.749855,1.715992,3.825166,,,,,,,,,,,,,,,,,,
1043,10.43,1.774966,1.714367,3.819984,,,,,,,,,,,,,,,,,,
1044,10.44,1.800134,1.713029,3.814874,,,,,,,,,,,,,,,,,,
1045,10.45,1.825353,1.711989,3.809865,,,,,,,,,,,,,,,,,,
1046,10.46,1.850617,1.711255,3.80499,,,,,,,,,,,,,,,,,,
1047,10.47,1.87592,1.710829,3.800276,,,,,,,,,,,,,,,,,,
1048,10.48,1.901257,1.710712,3.795752,,,,,,,,,,,,,,,,,,
1049,10.49,1.92662,1.710898,3.791442,,,,,,,,,,,,,,,,,,
1050,10.5,1.952001,1.711381,3.787371,,,,,,,,,,,,,,,,,,
1051,10.51,1.977394,1.71215,3.783557,,,,,,,,,,,,,,,,,,
1052,10.52,2.002791,1.713189,3.780019,,,,,,,,,,,,,,,,,,
1053,10.53,2.028184,1.714483,3.77677,,,,,,,,,,,,,,,,,,
1054,10.54,2.053563,1.716012,3.773823,,,,,,,,,,,,,,,,,,
1055,10.55,2.078922,1.717755,3.771183,,,,,,,,,,,,,,,,,,
1056,10.56,2.104251,1.719692,3.768856,,,,,,,,,,,,,,,,,,
1057,10.57,2.129542,1.721799,3.766841,,,,,,,,,,,,,,,,,,
1058,10.58,2.154785,1.724053,3.765135,,,,,,,,,,,,,,,,,,
1059,10.59,2.179973,1.726432,3.763731,,,,,,,,,,,,,,,,,,
1060,10.6,2.205095,1.728913,3.762617,,,,,,,,,,,,,,,,,,
1061,10.61,2.230144,1.731476,3.761781,,,,,,,,,,,,,,,,,,
1062,10.62,2.255111,1.7341,3.761206,,,,,,,,,,,,,,,,,,
1063,10.63,2.279986,1.736767,3.760871,,,,,,,,,,,,,,,,,,
1064,10.64,2.304762,1.73946,3.760754,,,,,,,,,,,,,,,,,,
1065,10.65,2.32943,1.742162,3.76083,,,,,,,,,,,,,,,,,,
1066,10.66,2.353982,1.74486,3.761072,,,,,,,,,,,,,,,,,,
1067,10.67,2.37841,1.747542,3.761452,,,,,,,,,,,,,,,,,,
1068,10.68,2.402706,1.750198,3.761938,,,,,,,,,,,,,,,,,,
1069,10.69,2.426863,1.752817,3.762497,,,,,,,,,,,,,,,,,,
1070,10.7,2.450873,1.755394,3.763098,,,,,,,,,,,,,,,,,,
1071,10.71,2.47473,1.757921,3.763704,,,,,,,,,,,,,,,,,,
1072,10.72,2.498426,1.760393,3.76428,,,,,,,,,,,,,,,,,,
1073,10.73,2.521955,1.762807,3.76479,,,,,,,,,,,,,,,,,,
1074,10.74,2.545311,1.765158,3.765198,,,,,,,,,,,,,,,,,,
1075,10.75,2.568487,1.767444,3.765465,,,,,,,,,,,,,,,,,,
1076,10.76,2.591477,1.769661,3.765557,,,,,,,,,,,,,,,,,,
1077,10.77,2.614277,1.771807,3.765436,,,,,,,,,,,,,,,,,,
1078,10.78,2.636882,1.773879,3.765067,,,,,,,,,,,,,,,,,,
1079,10.79,2.659286,1.775873,3.764413,,,,,,,,,,,,,,,,,,
1080,10.8,2.681488,1.777787,3.763441,,,,,,,,,,,,,,,,,,
1081,10.81,2.703484,1.779618,3.762117,,,,,,,,,,,,,,,,,,
1082,10.82,2.725273,1.781362,3.760409,,,,,,,,,,,,,,,,,,
1083,10.83,2.746854,1.783015,3.758284,,,,,,,,,,,,,,,,,,
1084,10.84,2.768228,1.784575,3.755713,,,,,,,,,,,,,,,,,,
1085,10.85,2.789394,1.786037,3.752666,,,,,,,,,,,,,,,,,,
1086,10.86,2.810355,1.787398,3.749116,,,,,,,,,,,,,,,,,,
1087,10.87,2.83111,1.788654,3.745036,,,,,,,,,,,,,,,,,,
1088,10.88,2.851661,1.789801,3.740402,,,,,,,,,,,,,,,,,,
1089,10.89,2.872006,1.790835,3.73519,,,,,,,,,,,,,,,,,,
1090,10.9,2.892144,1.791752,3.72938,,,,,,,,,,,,,,,,,,
1091,10.91,2.912072,1.792548,3.722953,,,,,,,,,,,,,,,,,,
1092,10.92,2.931785,1.793217,3.715891,,,,,,,,,,,,,,,,,,
1093,10.93,2.951279,1.793756,3.708182,,,,,,,,,,,,,,,,,,
1094,10.94,2.970545,1.794159,3.699814,,,,,,,,,,,,,,,,,,
1095,10.95,2.989576,1.794422,3.69078,,,,,,,,,,,,,,,,,,
1096,10.96,3.008363,1.794539,3.681075,,,,,,,,,,,,,,,,,,
1097,10.97,3.026897,1.794506,3.670696,,,,,,,,,,,,,,,,,,
1098,10.98,3.045168,1.794319,3.659646,,,,,,,,,,,,,,,,,,
1099,10.99,3.063167,1.793973,3.647928,,,,,,,,,,,,,,,,,,
1100,11,3.080886,1.793464,3.63555,,,,,,,,,,,,,,,,,,
1101,11.01,3.098319,1.79279,3.622521,,,,,,,,,,,,,,,,,,
1102,11.02,3.115457,1.791947,3.608853,,,,,,,,,,,,,,,,,,
1103,11.03,3.132298,1.790935,3.594562,,,,,,,,,,,,,,,,,,
1104,11.04,3.148839,1.789754,3.579661,,,,,,,,,,,,,,,,,,
1105,11.05,3.165077,1.788402,3.564169,,,,,,,,,,,,,,,,,,
1106,11.06,3.181013,1.786884,3.548102,,,,,,,,,,,,,,,,,,
1107,11.07,3.196648,1.7852,3.53148,,,,,,,,,,,,,,,,,,
1108,11.08,3.211984,1.783355,3.514321,,,,,,,,,,,,,,,,,,
1109,11.09,3.227024,1.781355,3.496642,,,,,,,,,,,,,,,,,,
1110,11.1,3.241772,1.779203,3.478462,,,,,,,,,,,,,,,,,,
1111,11.11,3.256232,1.776908,3.459797,,,,,,,,,,,,,,,,,,
1112,11.12,3.270407,1.774475,3.440665,,,,,,,,,,,,,,,,,,
1113,11.13,3.284302,1.771915,3.42108,,,,,,,,,,,,,,,,,,
1114,11.14,3.297922,1.769233,3.401058,,,,,,,,,,,,,,,,,,
1115,11.15,3.31127,1.766441,3.380614,,,,,,,,,,,,,,,,,,
1116,11.16,3.32435,1.763547,3.35976,,,,,,,,,,,,,,,,,,
1117,11.17,3.337166,1.760561,3.338509,,,,,,,,,,,,,,,,,,
1118,11.18,3.34972,1.757494,3.316875,,,,,,,,,,,,,,,,,,
1119,11.19,3.362015,1.754357,3.294868,,,,,,,,,,,,,,,,,,
1120,11.2,3.374052,1.751161,3.2725,,,,,,,,,,,,,,,,,,
1121,11.21,3.385834,1.747917,3.249784,,,,,,,,,,,,,,,,,,
1122,11.22,3.397359,1.744637,3.226728,,,,,,,,,,,,,,,,,,
1123,11.23,3.408629,1.741335,3.203345,,,,,,,,,,,,,,,,,,
1124,11.24,3.419641,1.738021,3.179645,,,,,,,,,,,,,,,,,,
1125,11.25,3.430395,1.73471,3.155637,,,,,,,,,,,,,,,,,,
1126,11.26,3.440887,1.731413,3.131334,,,,,,,,,,,,,,,,,,
1127,11.27,3.451114,1.728143,3.106744,,,,,,,,,,,,,,,,,,
1128,11.28,3.461071,1.724912,3.081879,,,,,,,,,,,,,,,,,,
1129,11.29,3.470755,1.721734,3.056749,,,,,,,,,,,,,,,,,,
1130,11.3,3.480158,1.71862,3.031364,,,,,,,,,,,,,,,,,,
1131,11.31,3.489275,1.715582,3.005734,,,,,,,,,,,,,,,,,,
1132,11.32,3.498097,1.712632,2.979871,,,,,,,,,,,,,,,,,,
1133,11.33,3.506619,1.709781,2.953783,,,,,,,,,,,,,,,,,,
1134,11.34,3.514831,1.707039,2.927482,,,,,,,,,,,,,,,,,,
1135,11.35,3.522723,1.704416,2.900978,,,,,,,,,,,,,,,,,,
1136,11.36,3.530288,1.701921,2.874281,,,,,,,,,,,,,,,,,,
1137,11.37,3.537515,1.699564,2.847401,,,,,,,,,,,,,,,,,,
1138,11.38,3.544394,1.697351,2.820349,,,,,,,,,,,,,,,,,,
1139,11.39,3.550914,1.695289,2.793133,,,,,,,,,,,,,,,,,,
1140,11.4,3.557066,1.693384,2.765765,,,,,,,,,,,,,,,,,,
1141,11.41,3.56284,1.69164,2.738255,,,,,,,,,,,,,,,,,,
1142,11.42,3.568225,1.690061,2.710611,,,,,,,,,,,,,,,,,,
1143,11.43,3.573212,1.688648,2.682844,,,,,,,,,,,,,,,,,,
