Format Version,1.23,Take Name,601_no1,Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2023-04-13 07.39.33.825 午征ECapture Start Frame,835242,Total Frames in Take,73413,Total Exported Frames,72923,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
, ,,,,,,,,,,,,,,,,,,,,,
,Type,Marker,Marker,Marker,,,,,,,,,,,,,,,,,,
,Name,Unlabeled 2255,Unlabeled 2255,Unlabeled 2255,,,,,,,,,,,,,,,,,,
,ID,1E2D05B9E45472311EE,1E2D05B9E45472311EE,1E2D05B9E45472311EE,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,,,,,,,,,,,,,,,,,,
3973,39.73,2.011444,1.81376,0.610738,,,,,,,,,,,,,,,,,,
3974,39.74,1.98906,1.810393,0.604994,,,,,,,,,,,,,,,,,,
3975,39.75,1.966438,1.80701,0.599504,,,,,,,,,,,,,,,,,,
3976,39.76,1.943588,1.803619,0.594262,,,,,,,,,,,,,,,,,,
3977,39.77,1.920516,1.800231,0.589263,,,,,,,,,,,,,,,,,,
3978,39.78,1.897232,1.796853,0.584503,,,,,,,,,,,,,,,,,,
3979,39.79,1.873744,1.793492,0.579978,,,,,,,,,,,,,,,,,,
3980,39.8,1.85006,1.790156,0.575684,,,,,,,,,,,,,,,,,,
3981,39.81,1.826189,1.78685,0.571617,,,,,,,,,,,,,,,,,,
3982,39.82,1.802139,1.78358,0.567775,,,,,,,,,,,,,,,,,,
3983,39.83,1.77792,1.780349,0.564157,,,,,,,,,,,,,,,,,,
3984,39.84,1.753541,1.77716,0.560763,,,,,,,,,,,,,,,,,,
3985,39.85,1.72901,1.774017,0.557593,,,,,,,,,,,,,,,,,,
3986,39.86,1.704336,1.770919,0.554651,,,,,,,,,,,,,,,,,,
3987,39.87,1.67953,1.767868,0.551941,,,,,,,,,,,,,,,,,,
3988,39.88,1.654601,1.764863,0.549467,,,,,,,,,,,,,,,,,,
3989,39.89,1.629558,1.761905,0.547236,,,,,,,,,,,,,,,,,,
3990,39.9,1.604412,1.758992,0.545256,,,,,,,,,,,,,,,,,,
3991,39.91,1.579173,1.756124,0.543533,,,,,,,,,,,,,,,,,,
3992,39.92,1.553852,1.753298,0.542077,,,,,,,,,,,,,,,,,,
3993,39.93,1.528459,1.750513,0.540897,,,,,,,,,,,,,,,,,,
3994,39.94,1.503005,1.747769,0.540004,,,,,,,,,,,,,,,,,,
3995,39.95,1.477503,1.745062,0.539407,,,,,,,,,,,,,,,,,,
3996,39.96,1.451964,1.742393,0.539118,,,,,,,,,,,,,,,,,,
3997,39.97,1.4264,1.739758,0.53915,,,,,,,,,,,,,,,,,,
3998,39.98,1.400824,1.737157,0.539514,,,,,,,,,,,,,,,,,,
3999,39.99,1.37525,1.734587,0.540225,,,,,,,,,,,,,,,,,,
4000,40,1.34969,1.732047,0.541297,,,,,,,,,,,,,,,,,,
4001,40.01,1.324159,1.729533,0.542747,,,,,,,,,,,,,,,,,,
4002,40.02,1.298671,1.727042,0.544589,,,,,,,,,,,,,,,,,,
4003,40.03,1.273242,1.724573,0.54684,,,,,,,,,,,,,,,,,,
4004,40.04,1.247887,1.72212,0.549519,,,,,,,,,,,,,,,,,,
4005,40.05,1.222622,1.719681,0.552643,,,,,,,,,,,,,,,,,,
4006,40.06,1.197462,1.717251,0.556229,,,,,,,,,,,,,,,,,,
4007,40.07,1.172426,1.714826,0.560295,,,,,,,,,,,,,,,,,,
4008,40.08,1.147529,1.712402,0.564857,,,,,,,,,,,,,,,,,,
4009,40.09,1.12279,1.709974,0.569933,,,,,,,,,,,,,,,,,,
4010,40.1,1.098226,1.707539,0.575538,,,,,,,,,,,,,,,,,,
4011,40.11,1.073854,1.705091,0.581687,,,,,,,,,,,,,,,,,,
4012,40.12,1.049692,1.702627,0.588391,,,,,,,,,,,,,,,,,,
4013,40.13,1.025759,1.700143,0.595665,,,,,,,,,,,,,,,,,,
4014,40.14,1.002072,1.697633,0.603517,,,,,,,,,,,,,,,,,,
4015,40.15,0.97865,1.695094,0.611958,,,,,,,,,,,,,,,,,,
4016,40.16,0.95551,1.692522,0.620994,,,,,,,,,,,,,,,,,,
4017,40.17,0.932671,1.689914,0.630631,,,,,,,,,,,,,,,,,,
4018,40.18,0.910149,1.687265,0.640873,,,,,,,,,,,,,,,,,,
4019,40.19,0.887964,1.684573,0.651724,,,,,,,,,,,,,,,,,,
4020,40.2,0.866131,1.681835,0.663182,,,,,,,,,,,,,,,,,,
4021,40.21,0.844668,1.679049,0.67525,,,,,,,,,,,,,,,,,,
4022,40.22,0.823592,1.676211,0.687923,,,,,,,,,,,,,,,,,,
4023,40.23,0.802919,1.673321,0.701199,,,,,,,,,,,,,,,,,,
4024,40.24,0.782666,1.670377,0.715073,,,,,,,,,,,,,,,,,,
4025,40.25,0.762848,1.667379,0.72954,,,,,,,,,,,,,,,,,,
4026,40.26,0.74348,1.664324,0.744593,,,,,,,,,,,,,,,,,,
4027,40.27,0.724578,1.661214,0.760224,,,,,,,,,,,,,,,,,,
4028,40.28,0.706156,1.658049,0.776425,,,,,,,,,,,,,,,,,,
4029,40.29,0.688228,1.65483,0.793185,,,,,,,,,,,,,,,,,,
4030,40.3,0.670805,1.651558,0.810496,,,,,,,,,,,,,,,,,,
4031,40.31,0.653902,1.648235,0.828345,,,,,,,,,,,,,,,,,,
4032,40.32,0.637528,1.644864,0.846723,,,,,,,,,,,,,,,,,,
4033,40.33,0.621695,1.641447,0.865616,,,,,,,,,,,,,,,,,,
4034,40.34,0.606412,1.637988,0.885012,,,,,,,,,,,,,,,,,,
4035,40.35,0.591687,1.63449,0.904899,,,,,,,,,,,,,,,,,,
4036,40.36,0.577527,1.630958,0.925263,,,,,,,,,,,,,,,,,,
4037,40.37,0.563941,1.627394,0.946092,,,,,,,,,,,,,,,,,,
4038,40.38,0.550932,1.623804,0.96737,,,,,,,,,,,,,,,,,,
4039,40.39,0.538505,1.62019,0.989085,,,,,,,,,,,,,,,,,,
4040,40.4,0.526665,1.616557,1.011222,,,,,,,,,,,,,,,,,,
4041,40.41,0.515414,1.612908,1.033766,,,,,,,,,,,,,,,,,,
4042,40.42,0.504752,1.609246,1.056704,,,,,,,,,,,,,,,,,,
4043,40.43,0.494681,1.605576,1.08002,,,,,,,,,,,,,,,,,,
4044,40.44,0.4852,1.6019,1.1037,,,,,,,,,,,,,,,,,,
4045,40.45,0.476307,1.598222,1.127729,,,,,,,,,,,,,,,,,,
4046,40.46,0.467999,1.594546,1.152091,,,,,,,,,,,,,,,,,,
4047,40.47,0.460272,1.590875,1.176772,,,,,,,,,,,,,,,,,,
4048,40.48,0.453119,1.587215,1.201756,,,,,,,,,,,,,,,,,,
4049,40.49,0.446533,1.583568,1.227028,,,,,,,,,,,,,,,,,,
4050,40.5,0.440507,1.579942,1.252574,,,,,,,,,,,,,,,,,,
4051,40.51,0.435032,1.57634,1.278379,,,,,,,,,,,,,,,,,,
4052,40.52,0.430096,1.572768,1.304427,,,,,,,,,,,,,,,,,,
4053,40.53,0.42569,1.569231,1.330705,,,,,,,,,,,,,,,,,,
4054,40.54,0.421802,1.565734,1.357197,,,,,,,,,,,,,,,,,,
4055,40.55,0.418422,1.562283,1.38389,,,,,,,,,,,,,,,,,,
4056,40.56,0.415538,1.558881,1.41077,,,,,,,,,,,,,,,,,,
4057,40.57,0.413139,1.555534,1.437823,,,,,,,,,,,,,,,,,,
4058,40.58,0.411213,1.552245,1.465035,,,,,,,,,,,,,,,,,,
4059,40.59,0.409749,1.549017,1.492395,,,,,,,,,,,,,,,,,,
4060,40.6,0.408736,1.545856,1.519888,,,,,,,,,,,,,,,,,,
4061,40.61,0.408162,1.542762,1.547503,,,,,,,,,,,,,,,,,,
4062,40.62,0.408017,1.539742,1.575227,,,,,,,,,,,,,,,,,,
4063,40.63,0.408287,1.536798,1.60305,,,,,,,,,,,,,,,,,,
4064,40.64,0.408961,1.533935,1.630961,,,,,,,,,,,,,,,,,,
4065,40.65,0.410025,1.531158,1.658948,,,,,,,,,,,,,,,,,,
4066,40.66,0.411466,1.528472,1.687002,,,,,,,,,,,,,,,,,,
4067,40.67,0.41327,1.525884,1.715115,,,,,,,,,,,,,,,,,,
4068,40.68,0.415422,1.523402,1.743276,,,,,,,,,,,,,,,,,,
4069,40.69,0.417907,1.521033,1.771478,,,,,,,,,,,,,,,,,,
4070,40.7,0.420709,1.518785,1.799712,,,,,,,,,,,,,,,,,,
4071,40.71,0.423811,1.51667,1.82797,,,,,,,,,,,,,,,,,,
4072,40.72,0.427197,1.514695,1.856244,,,,,,,,,,,,,,,,,,
4073,40.73,0.430849,1.512873,1.884527,,,,,,,,,,,,,,,,,,
4074,40.74,0.434751,1.511215,1.912811,,,,,,,,,,,,,,,,,,
4075,40.75,0.438884,1.509731,1.941088,,,,,,,,,,,,,,,,,,
4076,40.76,0.443232,1.508432,1.969349,,,,,,,,,,,,,,,,,,
4077,40.77,0.447774,1.507331,1.997587,,,,,,,,,,,,,,,,,,
4078,40.78,0.452495,1.506438,2.025793,,,,,,,,,,,,,,,,,,
4079,40.79,0.457375,1.505764,2.053957,,,,,,,,,,,,,,,,,,
4080,40.8,0.462396,1.505318,2.082072,,,,,,,,,,,,,,,,,,
4081,40.81,0.467541,1.505111,2.110127,,,,,,,,,,,,,,,,,,
4082,40.82,0.472792,1.505152,2.138113,,,,,,,,,,,,,,,,,,
4083,40.83,0.478131,1.505446,2.166018,,,,,,,,,,,,,,,,,,
4084,40.84,0.48354,1.506001,2.193831,,,,,,,,,,,,,,,,,,
4085,40.85,0.489003,1.506822,2.221542,,,,,,,,,,,,,,,,,,
4086,40.86,0.494502,1.507913,2.249139,,,,,,,,,,,,,,,,,,
4087,40.87,0.50002,1.509276,2.276609,,,,,,,,,,,,,,,,,,
4088,40.88,0.50554,1.510912,2.303939,,,,,,,,,,,,,,,,,,
4089,40.89,0.511046,1.51282,2.331116,,,,,,,,,,,,,,,,,,
4090,40.9,0.51652,1.514997,2.358128,,,,,,,,,,,,,,,,,,
4091,40.91,0.521947,1.51744,2.38496,,,,,,,,,,,,,,,,,,
4092,40.92,0.527311,1.520143,2.411599,,,,,,,,,,,,,,,,,,
4093,40.93,0.532594,1.523098,2.438032,,,,,,,,,,,,,,,,,,
4094,40.94,0.537781,1.526295,2.464246,,,,,,,,,,,,,,,,,,
4095,40.95,0.542856,1.529725,2.490228,,,,,,,,,,,,,,,,,,
4096,40.96,0.547804,1.533375,2.515968,,,,,,,,,,,,,,,,,,
4097,40.97,0.55261,1.53723,2.541454,,,,,,,,,,,,,,,,,,
4098,40.98,0.557259,1.541276,2.566677,,,,,,,,,,,,,,,,,,
4099,40.99,0.561736,1.545494,2.591628,,,,,,,,,,,,,,,,,,
4100,41,0.56603,1.549867,2.616301,,,,,,,,,,,,,,,,,,
4101,41.01,0.570129,1.554376,2.640691,,,,,,,,,,,,,,,,,,
4102,41.02,0.574022,1.558998,2.664795,,,,,,,,,,,,,,,,,,
4103,41.03,0.577702,1.563712,2.688612,,,,,,,,,,,,,,,,,,
4104,41.04,0.58116,1.568496,2.712142,,,,,,,,,,,,,,,,,,
4105,41.05,0.584395,1.573326,2.735387,,,,,,,,,,,,,,,,,,
4106,41.06,0.587403,1.578178,2.758353,,,,,,,,,,,,,,,,,,
4107,41.07,0.590186,1.583027,2.781044,,,,,,,,,,,,,,,,,,
4108,41.08,0.592746,1.587849,2.803468,,,,,,,,,,,,,,,,,,
4109,41.09,0.595091,1.592619,2.825633,,,,,,,,,,,,,,,,,,
4110,41.1,0.597227,1.597313,2.847548,,,,,,,,,,,,,,,,,,
4111,41.11,0.599166,1.601906,2.869224,,,,,,,,,,,,,,,,,,
4112,41.12,0.60092,1.606374,2.890671,,,,,,,,,,,,,,,,,,
4113,41.13,0.602504,1.610693,2.911899,,,,,,,,,,,,,,,,,,
4114,41.14,0.603936,1.614839,2.932919,,,,,,,,,,,,,,,,,,
4115,41.15,0.605232,1.618789,2.953741,,,,,,,,,,,,,,,,,,
4116,41.16,0.606414,1.622521,2.974375,,,,,,,,,,,,,,,,,,
4117,41.17,0.607501,1.626011,2.994829,,,,,,,,,,,,,,,,,,
4118,41.18,0.608517,1.62924,3.015112,,,,,,,,,,,,,,,,,,
4119,41.19,0.609483,1.632186,3.035231,,,,,,,,,,,,,,,,,,
4120,41.2,0.610426,1.634831,3.055193,,,,,,,,,,,,,,,,,,
4121,41.21,0.611369,1.637157,3.075005,,,,,,,,,,,,,,,,,,
4122,41.22,0.612338,1.639147,3.094669,,,,,,,,,,,,,,,,,,
4123,41.23,0.613361,1.640789,3.114191,,,,,,,,,,,,,,,,,,
4124,41.24,0.614465,1.642071,3.133572,,,,,,,,,,,,,,,,,,
4125,41.25,0.61568,1.642983,3.152816,,,,,,,,,,,,,,,,,,
4126,41.26,0.617033,1.643518,3.171923,,,,,,,,,,,,,,,,,,
4127,41.27,0.618557,1.643672,3.190893,,,,,,,,,,,,,,,,,,
4128,41.28,0.620283,1.643442,3.209726,,,,,,,,,,,,,,,,,,
4129,41.29,0.622243,1.642828,3.22842,,,,,,,,,,,,,,,,,,
4130,41.3,0.624471,1.64183,3.246974,,,,,,,,,,,,,,,,,,
4131,41.31,0.627,1.640453,3.265384,,,,,,,,,,,,,,,,,,
4132,41.32,0.629865,1.638698,3.283648,,,,,,,,,,,,,,,,,,
4133,41.33,0.633103,1.636572,3.301761,,,,,,,,,,,,,,,,,,
4134,41.34,0.636746,1.63408,3.319719,,,,,,,,,,,,,,,,,,
4135,41.35,0.640832,1.631227,3.337517,,,,,,,,,,,,,,,,,,
4136,41.36,0.645394,1.628022,3.355148,,,,,,,,,,,,,,,,,,
4137,41.37,0.650466,1.624472,3.372606,,,,,,,,,,,,,,,,,,
4138,41.38,0.656081,1.620585,3.389884,,,,,,,,,,,,,,,,,,
4139,41.39,0.66227,1.616371,3.406974,,,,,,,,,,,,,,,,,,
4140,41.4,0.669062,1.61184,3.423867,,,,,,,,,,,,,,,,,,
4141,41.41,0.676485,1.607003,3.440555,,,,,,,,,,,,,,,,,,
4142,41.42,0.684562,1.601873,3.457028,,,,,,,,,,,,,,,,,,
4143,41.43,0.693317,1.596462,3.473276,,,,,,,,,,,,,,,,,,
4144,41.44,0.702768,1.590783,3.489289,,,,,,,,,,,,,,,,,,
4145,41.45,0.712933,1.584852,3.505057,,,,,,,,,,,,,,,,,,
4146,41.46,0.723826,1.578684,3.520568,,,,,,,,,,,,,,,,,,
4147,41.47,0.735457,1.572292,3.535813,,,,,,,,,,,,,,,,,,
4148,41.48,0.747834,1.565694,3.55078,,,,,,,,,,,,,,,,,,
4149,41.49,0.760964,1.558905,3.565458,,,,,,,,,,,,,,,,,,
4150,41.5,0.774848,1.551943,3.579837,,,,,,,,,,,,,,,,,,
4151,41.51,0.789486,1.544823,3.593905,,,,,,,,,,,,,,,,,,
4152,41.52,0.804876,1.537564,3.607653,,,,,,,,,,,,,,,,,,
4153,41.53,0.821012,1.530183,3.62107,,,,,,,,,,,,,,,,,,
4154,41.54,0.837887,1.5227,3.634147,,,,,,,,,,,,,,,,,,
4155,41.55,0.855489,1.515133,3.646874,,,,,,,,,,,,,,,,,,
4156,41.56,0.873809,1.507502,3.659244,,,,,,,,,,,,,,,,,,
4157,41.57,0.892831,1.49983,3.671249,,,,,,,,,,,,,,,,,,
4158,41.58,0.912541,1.492137,3.68288,,,,,,,,,,,,,,,,,,
4159,41.59,0.932922,1.484447,3.694132,,,,,,,,,,,,,,,,,,
4160,41.6,0.953955,1.476782,3.704997,,,,,,,,,,,,,,,,,,
4161,41.61,0.975622,1.469167,3.715469,,,,,,,,,,,,,,,,,,
4162,41.62,0.997901,1.461628,3.725543,,,,,,,,,,,,,,,,,,
4163,41.63,1.020772,1.454188,3.735214,,,,,,,,,,,,,,,,,,
4164,41.64,1.044213,1.446875,3.744475,,,,,,,,,,,,,,,,,,
4165,41.65,1.068199,1.439713,3.753322,,,,,,,,,,,,,,,,,,
4166,41.66,1.092708,1.43273,3.76175,,,,,,,,,,,,,,,,,,
4167,41.67,1.117714,1.425951,3.769755,,,,,,,,,,,,,,,,,,
4168,41.68,1.143193,1.419403,3.777334,,,,,,,,,,,,,,,,,,
4169,41.69,1.169118,1.41311,3.784484,,,,,,,,,,,,,,,,,,
4170,41.7,1.195464,1.4071,3.791201,,,,,,,,,,,,,,,,,,
4171,41.71,1.222204,1.401395,3.797486,,,,,,,,,,,,,,,,,,
4172,41.72,1.249311,1.39602,3.803338,,,,,,,,,,,,,,,,,,
4173,41.73,1.276758,1.390997,3.808757,,,,,,,,,,,,,,,,,,
4174,41.74,1.304519,1.386347,3.813746,,,,,,,,,,,,,,,,,,
4175,41.75,1.332566,1.382091,3.818308,,,,,,,,,,,,,,,,,,
4176,41.76,1.360874,1.378244,3.822448,,,,,,,,,,,,,,,,,,
4177,41.77,1.389416,1.374824,3.826172,,,,,,,,,,,,,,,,,,
4178,41.78,1.418167,1.371844,3.829488,,,,,,,,,,,,,,,,,,
4179,41.79,1.447101,1.369313,3.832404,,,,,,,,,,,,,,,,,,
4180,41.8,1.476194,1.36724,3.834932,,,,,,,,,,,,,,,,,,
4181,41.81,1.505423,1.365632,3.837084,,,,,,,,,,,,,,,,,,
4182,41.82,1.534766,1.36449,3.838873,,,,,,,,,,,,,,,,,,
4183,41.83,1.564201,1.363816,3.840316,,,,,,,,,,,,,,,,,,
4184,41.84,1.593707,1.363606,3.841429,,,,,,,,,,,,,,,,,,
4185,41.85,1.623267,1.363855,3.842231,,,,,,,,,,,,,,,,,,
4186,41.86,1.652863,1.364556,3.842741,,,,,,,,,,,,,,,,,,
4187,41.87,1.682477,1.365698,3.84298,,,,,,,,,,,,,,,,,,
4188,41.88,1.712094,1.36727,3.84297,,,,,,,,,,,,,,,,,,
4189,41.89,1.741701,1.369256,3.842732,,,,,,,,,,,,,,,,,,
4190,41.9,1.771284,1.371639,3.842288,,,,,,,,,,,,,,,,,,
4191,41.91,1.800832,1.374402,3.84166,,,,,,,,,,,,,,,,,,
4192,41.92,1.830334,1.377524,3.84087,,,,,,,,,,,,,,,,,,
4193,41.93,1.859778,1.380983,3.839939,,,,,,,,,,,,,,,,,,
4194,41.94,1.889157,1.384758,3.838886,,,,,,,,,,,,,,,,,,
4195,41.95,1.91846,1.388826,3.837731,,,,,,,,,,,,,,,,,,
4196,41.96,1.94768,1.393163,3.836491,,,,,,,,,,,,,,,,,,
4197,41.97,1.976809,1.397746,3.835182,,,,,,,,,,,,,,,,,,
4198,41.98,2.005837,1.402551,3.833819,,,,,,,,,,,,,,,,,,
4199,41.99,2.034759,1.407557,3.832414,,,,,,,,,,,,,,,,,,
4200,42,2.063565,1.412741,3.830977,,,,,,,,,,,,,,,,,,
4201,42.01,2.092248,1.418083,3.829518,,,,,,,,,,,,,,,,,,
4202,42.02,2.120801,1.423565,3.828043,,,,,,,,,,,,,,,,,,
4203,42.03,2.149213,1.429168,3.826555,,,,,,,,,,,,,,,,,,
4204,42.04,2.177478,1.434878,3.825058,,,,,,,,,,,,,,,,,,
4205,42.05,2.205585,1.440679,3.823551,,,,,,,,,,,,,,,,,,
4206,42.06,2.233526,1.44656,3.822031,,,,,,,,,,,,,,,,,,
4207,42.07,2.261292,1.452511,3.820494,,,,,,,,,,,,,,,,,,
4208,42.08,2.288871,1.458521,3.818931,,,,,,,,,,,,,,,,,,
4209,42.09,2.316255,1.464584,3.817334,,,,,,,,,,,,,,,,,,
4210,42.1,2.343432,1.470693,3.815691,,,,,,,,,,,,,,,,,,
4211,42.11,2.370393,1.476843,3.813989,,,,,,,,,,,,,,,,,,
4212,42.12,2.397127,1.483029,3.812212,,,,,,,,,,,,,,,,,,
4213,42.13,2.423623,1.489246,3.810345,,,,,,,,,,,,,,,,,,
4214,42.14,2.449871,1.495493,3.808368,,,,,,,,,,,,,,,,,,
4215,42.15,2.47586,1.501765,3.806263,,,,,,,,,,,,,,,,,,
4216,42.16,2.50158,1.508059,3.804011,,,,,,,,,,,,,,,,,,
4217,42.17,2.527022,1.514371,3.801589,,,,,,,,,,,,,,,,,,
4218,42.18,2.552175,1.520699,3.798979,,,,,,,,,,,,,,,,,,
4219,42.19,2.577032,1.527038,3.796157,,,,,,,,,,,,,,,,,,
4220,42.2,2.601583,1.533383,3.793104,,,,,,,,,,,,,,,,,,
4221,42.21,2.62582,1.53973,3.789797,,,,,,,,,,,,,,,,,,
4222,42.22,2.649736,1.546071,3.786217,,,,,,,,,,,,,,,,,,
4223,42.23,2.673325,1.5524,3.782343,,,,,,,,,,,,,,,,,,
4224,42.24,2.696579,1.55871,3.778155,,,,,,,,,,,,,,,,,,
4225,42.25,2.719492,1.564991,3.773636,,,,,,,,,,,,,,,,,,
4226,42.26,2.742061,1.571234,3.768769,,,,,,,,,,,,,,,,,,
4227,42.27,2.76428,1.577428,3.763536,,,,,,,,,,,,,,,,,,
4228,42.28,2.786144,1.583561,3.757925,,,,,,,,,,,,,,,,,,
4229,42.29,2.807651,1.589623,3.751922,,,,,,,,,,,,,,,,,,
4230,42.3,2.828797,1.595601,3.745514,,,,,,,,,,,,,,,,,,
4231,42.31,2.84958,1.60148,3.738693,,,,,,,,,,,,,,,,,,
4232,42.32,2.869997,1.60725,3.73145,,,,,,,,,,,,,,,,,,
4233,42.33,2.890047,1.612895,3.723777,,,,,,,,,,,,,,,,,,
4234,42.34,2.909729,1.618403,3.715668,,,,,,,,,,,,,,,,,,
4235,42.35,2.92904,1.623761,3.70712,,,,,,,,,,,,,,,,,,
4236,42.36,2.947981,1.628957,3.69813,,,,,,,,,,,,,,,,,,
4237,42.37,2.966551,1.633979,3.688696,,,,,,,,,,,,,,,,,,
4238,42.38,2.984747,1.638816,3.678818,,,,,,,,,,,,,,,,,,
4239,42.39,3.00257,1.643457,3.668495,,,,,,,,,,,,,,,,,,
4240,42.4,3.020019,1.647892,3.65773,,,,,,,,,,,,,,,,,,
4241,42.41,3.037092,1.652113,3.646525,,,,,,,,,,,,,,,,,,
4242,42.42,3.053788,1.65611,3.634883,,,,,,,,,,,,,,,,,,
4243,42.43,3.070106,1.659876,3.622806,,,,,,,,,,,,,,,,,,
4244,42.44,3.086044,1.663404,3.610299,,,,,,,,,,,,,,,,,,
4245,42.45,3.1016,1.666688,3.597365,,,,,,,,,,,,,,,,,,
4246,42.46,3.116772,1.66972,3.58401,,,,,,,,,,,,,,,,,,
4247,42.47,3.131559,1.672497,3.570236,,,,,,,,,,,,,,,,,,
4248,42.48,3.145958,1.675014,3.55605,,,,,,,,,,,,,,,,,,
4249,42.49,3.159969,1.677265,3.541454,,,,,,,,,,,,,,,,,,
4250,42.5,3.17359,1.679248,3.526453,,,,,,,,,,,,,,,,,,
4251,42.51,3.186819,1.680961,3.511052,,,,,,,,,,,,,,,,,,
4252,42.52,3.199656,1.6824,3.495256,,,,,,,,,,,,,,,,,,
4253,42.53,3.2121,1.683563,3.479068,,,,,,,,,,,,,,,,,,
4254,42.54,3.224151,1.684449,3.462493,,,,,,,,,,,,,,,,,,
4255,42.55,3.235811,1.685058,3.445536,,,,,,,,,,,,,,,,,,
4256,42.56,3.247079,1.685387,3.4282,,,,,,,,,,,,,,,,,,
4257,42.57,3.257956,1.685439,3.410491,,,,,,,,,,,,,,,,,,
4258,42.58,3.268445,1.685211,3.392413,,,,,,,,,,,,,,,,,,
4259,42.59,3.278547,1.684706,3.37397,,,,,,,,,,,,,,,,,,
4260,42.6,3.288265,1.683924,3.355166,,,,,,,,,,,,,,,,,,
4261,42.61,3.297599,1.682868,3.336007,,,,,,,,,,,,,,,,,,
4262,42.62,3.306554,1.681539,3.316495,,,,,,,,,,,,,,,,,,
4263,42.63,3.315131,1.67994,3.296636,,,,,,,,,,,,,,,,,,
4264,42.64,3.323334,1.678076,3.276433,,,,,,,,,,,,,,,,,,
4265,42.65,3.331165,1.67595,3.255892,,,,,,,,,,,,,,,,,,
4266,42.66,3.338626,1.673568,3.235015,,,,,,,,,,,,,,,,,,
4267,42.67,3.34572,1.670935,3.213808,,,,,,,,,,,,,,,,,,
4268,42.68,3.352449,1.66806,3.192274,,,,,,,,,,,,,,,,,,
4269,42.69,3.358817,1.664948,3.170417,,,,,,,,,,,,,,,,,,
4270,42.7,3.364824,1.66161,3.148242,,,,,,,,,,,,,,,,,,
4271,42.71,3.370474,1.658055,3.125753,,,,,,,,,,,,,,,,,,
4272,42.72,3.375767,1.654292,3.102955,,,,,,,,,,,,,,,,,,
4273,42.73,3.380707,1.650334,3.079852,,,,,,,,,,,,,,,,,,
4274,42.74,3.385294,1.646193,3.056448,,,,,,,,,,,,,,,,,,
4275,42.75,3.389531,1.641882,3.032749,,,,,,,,,,,,,,,,,,
4276,42.76,3.393418,1.637415,3.008759,,,,,,,,,,,,,,,,,,
4277,42.77,3.396957,1.632807,2.984484,,,,,,,,,,,,,,,,,,
4278,42.78,3.40015,1.628074,2.959928,,,,,,,,,,,,,,,,,,
4279,42.79,3.402997,1.623232,2.935098,,,,,,,,,,,,,,,,,,
4280,42.8,3.4055,1.618298,2.909999,,,,,,,,,,,,,,,,,,
4281,42.81,3.407658,1.61329,2.884636,,,,,,,,,,,,,,,,,,
4282,42.82,3.409474,1.608225,2.859017,,,,,,,,,,,,,,,,,,
4283,42.83,3.410948,1.603122,2.833148,,,,,,,,,,,,,,,,,,
4284,42.84,3.412081,1.597997,2.807035,,,,,,,,,,,,,,,,,,
4285,42.85,3.412874,1.592869,2.780686,,,,,,,,,,,,,,,,,,
4286,42.86,3.41333,1.587754,2.754108,,,,,,,,,,,,,,,,,,
4287,42.87,3.413451,1.582671,2.727309,,,,,,,,,,,,,,,,,,
4288,42.88,3.413239,1.577635,2.700296,,,,,,,,,,,,,,,,,,
4289,42.89,3.412699,1.572664,2.673078,,,,,,,,,,,,,,,,,,
4290,42.9,3.411834,1.567773,2.645663,,,,,,,,,,,,,,,,,,
4291,42.91,3.410651,1.562976,2.61806,,,,,,,,,,,,,,,,,,
4292,42.92,3.409156,1.55829,2.590277,,,,,,,,,,,,,,,,,,
4293,42.93,3.407354,1.553727,2.562323,,,,,,,,,,,,,,,,,,
4294,42.94,3.405255,1.549301,2.534207,,,,,,,,,,,,,,,,,,
4295,42.95,3.402865,1.545024,2.505937,,,,,,,,,,,,,,,,,,
4296,42.96,3.400195,1.540908,2.477524,,,,,,,,,,,,,,,,,,
4297,42.97,3.397253,1.536962,2.448975,,,,,,,,,,,,,,,,,,
4298,42.98,3.39405,1.533196,2.420299,,,,,,,,,,,,,,,,,,
4299,42.99,3.390594,1.52962,2.391507,,,,,,,,,,,,,,,,,,
4300,43,3.386897,1.526239,2.362606,,,,,,,,,,,,,,,,,,
4301,43.01,3.382968,1.523062,2.333606,,,,,,,,,,,,,,,,,,
4302,43.02,3.378819,1.520093,2.304516,,,,,,,,,,,,,,,,,,
4303,43.03,3.374459,1.517338,2.275344,,,,,,,,,,,,,,,,,,
4304,43.04,3.3699,1.514802,2.2461,,,,,,,,,,,,,,,,,,
4305,43.05,3.365151,1.512488,2.216792,,,,,,,,,,,,,,,,,,
4306,43.06,3.360224,1.510401,2.18743,,,,,,,,,,,,,,,,,,
4307,43.07,3.355129,1.508542,2.158023,,,,,,,,,,,,,,,,,,
4308,43.08,3.349875,1.506915,2.128579,,,,,,,,,,,,,,,,,,
4309,43.09,3.344471,1.505522,2.099109,,,,,,,,,,,,,,,,,,
4310,43.1,3.338927,1.504366,2.069621,,,,,,,,,,,,,,,,,,
4311,43.11,3.33325,1.503447,2.040126,,,,,,,,,,,,,,,,,,
4312,43.12,3.327448,1.502767,2.010634,,,,,,,,,,,,,,,,,,
